473	DeviceSubscribeManager: auto create local channel succeeded, check cloud channel later. dev_id = {}
474	DeviceSubscribeManager: auto create local channel failed, won't retry. dev_id = {}
475	DeviceSubscribeManager: local or cloud channel missing, stop auto switch. dev_id = {}
476	DeviceSubscribeManager: status of local channel doesn't support closing cloud channel, retry later. dev_id = {}
477	DeviceSubscribeManager: start auto close cloud channel of dev_id = {}
478	DeviceSubscribeManager: local channel doesn't provide data for a long time, switch to cloud. dev_id = {}
479	GenericSubscriptionManager: request subscribe topic {}
480	GenericSubscriptionManager: ISubscribeChannel.Subscribe return false, can't subscribe {}
481	GenericSubscriptionManager: can't create channel by topic {}
482	GenericSubscriptionManager: request unsubscribe topic {}
483	GenericSubscriptionManager: request unsubscribe all topics
484	GenericSubscriptionManager: client closed, channel dead, topic = {}
485	EVP_CIPHER_CTX_new failed
486	EVP_EncryptInit_ex gcm failed
487	EVP_EncryptInit_ex iv failed
488	EVP_EncryptUpdate failed
489	EVP_EncryptFinal_ex failed
490	EVP_CIPHER_CTX_ctrl failed
491	HTTP: retry with another dns server
492	error = {}
493	error = unknown exception
494	503 error, no need to retry anymore
495	extra header {} set from outside, skipped
496	MqttConnectionManager: registerChannel channel = {}
497	MqttConnectionManager::RegisterChannel, exception={}
498	MqttConnectionManager: unregisterChannel channel = {}
499	MqttConnectionManager::UnregisterChannel, exception = {}
500	MqttConnectionManager::PerformSubscribe client disconnect, self = {}
501	MqttConnectionManager::PerformSubscribe, self = {}, exception = {}
502	MqttConnectionManager::PerformSubscribe, self = {}, exception
503	MqttConnectionManager::PerformUnsubscribe, self = {}, exception = {}
504	MqttConnectionManager::PerformUnsubscribe, self = {}, exception
505	MqttConnectionManager::Publish, self = {}, exception = {}
506	MqttConnectionManager::Publish, self = {}, exception
507	MqttConnectionManager: Connection(mqtt) OK! self = {}, cli id = {}
508	MqttConnectionManager: Connection(mqtt) failed! self = {}, return code = {}, reason code = {}, retry= {}
509	MqttConnectionManager: Connection(mqtt) failed! self = {}, return code = {}, reason code = {}, won't retry any more
510	MqttConnectionManager create! self = {}
511	MqttConnectionManager destroy! self = {}, alive channels count = {}
512	MqttConnectionManager: client disconnect exception, self = {}, exception = {}
513	MqttConnectionManager: client disconnect exception, self = {}, unknown exception
514	MqttConnectionManager::OnConnected! self = {}
515	MqttConnectionManager: start to resubscribe, channel = {}
516	MqttConnectionManager::OnConnectionLost!, self = {}, cause = {}
517	MqttConnectionManager::OnMessageDeliveried!, self = {}
518	MqttConnectionManager::OnAutoReconnection!, self = {}
519	MqttConnectionManager: connect exception, self = {}, exception = {}
520	MqttConnectionManager: connect exception, self = {}, unknown exception
521	MqttSubscribeChannel: local channel closed, topic = {}
522	MqttSubscribeChannel: cloud channel closed, topic = {}
523	MqttSubscribeChannel: GetDriver not ready, cant subscribe. channel = {}
524	MqttSubscribeChannel: called unsubscribe. channel = {}
525	MqttSubscribeChannel: subscribe failed! channel = {}, extra_info = {}, retrying, retry count = {}
526	MqttSubscribeChannel: subscribe failed! channel = {}, extra_info = {}, stop retrying, retry count = {}
527	MqttSubscribeChannel::HandleMessage parse json failed
528	MqttSubscribeChannel: subscribe channel failure: channel = {}
529	MqttSubscribeChannel: subscribe channel success: topic = {}
530	MqttLocalSubscribeChannel: local mqtt client connected, start subscribe. channel = {}
531	MqttLocalSubscribeChannel: local mqtt client connection failed. channel = {}
532	MqttLocalSubscribeChannel: local mqtt client start connecting. channel = {}
533	MqttLocalSubscribeChannel local mqtt client start connecting. topic = {}, ip = {}
534	MqttLocalSubscribeChannel: local mqtt channel RegisterChannel failed. channel = {}
535	MqttLocalSubscribeChannel: local mqtt channel GetDriver return nullptr. channel = {}
536	MqttClientKeeper: reconnect a manager = {}
537	MqttClientKeeper: reconnect exception = {}
538	MqttClientKeeper: reconnect exception
539	MqttClientKeeper: thread exiting
540	parse_content_json failed! json= {}
541	parse_content_json failed! json={}
542	card = {}, ip addr = {}
543	card = {}, ip addr={}
544	SsdpDiscovery::parse_sdp_message, exception={}
545	SsdpDiscovery::parse_sdp_message, exception!
546	SsdpDiscovery: mismatch packet.st={}
547	send ssdp msg to card_no={}
548	ssdp list {} ip = {}, name = {}
549	ssdp_mac: on_packet_received, packet = {}, size = {}
550	Network Interface List: {}
551	SSDP create socket failed {}
552	level={}, tag={}, msg={}
553	SsdpDiscovery:start_ssdp with card number = {} {} {}
554	SsdpDiscovery::start_discover(), create sock 1990 thread {}
555	SsdpDiscovery::start_discover(), exception={}
556	SsdpDiscovery::start_discover(), create sock 2021 thread {}
557	SsdpDiscovery::start_discover(), create broadcast thread {}
558	ssdp: stop()
559	SsdpDiscovery::stop_discover(), join sock 1990 thread {}
560	SsdpDiscovery::stop_discover(), join sock 2021 thread {}
561	SsdpDiscovery::stop_discover(), join broadcast thread {}
562	login_bind: send msg = {}
563	login_bind: send msg_len ={}
564	login_bind: send result={}
565	login_bind: received header bytes = {}, retry_count = {}
566	login_bind: retry_count = {}
567	login_bind: recv header ssl error = {}
568	login_bind: recv header error = {}
569	login_bind: get msg_len = {}
570	login_bind: bytes_to_read = {}
571	login_bind: received body bytes = {}, retry_count = {}
572	login_bind: body recv iResult = 0
573	login_bind: recv body error = 
574	login_bind: idx = {}
575	login_bind: parse msg_len = {}
576	login_bind: invalid proto format
577	login_bind: invalid msg_len = {}
578	login_bind: header is not match, buf 0/1 = {}, {}
579	login_bind: getaddrinfo failed!
580	login_bind: socket failed!
581	login_bind: connect failed!
582	login_bind: SSL_CTX_new failed!
583	login_bind: SSL_new failed!
584	login_bind: SSL_set_fd failed!
585	login_bind: SSL_connect failed!
586	login_bind:send failed: {}\\n
587	login_bind:send length wrong: {}, should be {}.\\n
588	login_bind: create socket failed!
589	login_bind: SSL_library_init failed!
590	send failed: {}\\n
591	send length wrong: {}, should be {}.\\n
592	Track: record event={}, content={}
593	Track: remove failed, do not save file
594	Track: config dir is empty
595	Track: tag is empty
596	Track: save_file to {}
597	Track: save file to {} failed
598	Track: create zip file failed
599	Track: close zip file failed
600	Track: open file {} or {} failed
601	Track: encrypt failed
602	Track: encrypt data = {} success
603	Track: remove file {} success
604	Track: remove file {} failed
605	Track: invalid file format, file = {}
606	Track: remove failed, do not upload file
607	Track: get_user_upload failed
608	Track: upload file is not exists, {}
609	Track: pop file
610	Track: upload failed
611	Track: remove tracking failed
612	Track: clean_key
613	Track: create track folder failed
614	Track: push file
615	Track: exception when iterate track path
616	Track: exception when delete file, file = {}
617	Track: already started
618	Track: starting...
619	get_new_encrypt_key failed, retry = {}, sleep = {}
620	Track: timeout force to save
621	upload_file failed, retry = {}, sleep = {}
622	TunnelMqtt::init: tunnel_url: {}
623	TunnelMqtt::dump_log: exceed m_relay_count: {}
624	TunnelMqtt: {}
625	TunnelMqtt::send_request: {}, msg: {}
626	TunnelMqtt::reconnect: result: {}
627	TunnelMqtt::reconnect: wake up: {} {}
628	TunnelMqtt::reconnect: init_url: {}
629	read file, size = {}
630	FT: new job created, name = {}, id = {}
631	FT: job finished, name = {}, id = {}
632	Bambu_Create return {}
633	Bambu_Open return {}
634	DoConnect done, result = 
635	FT: start read sample
636	FT: read sample done, itrack = {}, size = {}, flags = {}
637	FT: start write sample, size = {}
638	FT: write sample done
639	start connecting tunnel
640	FT: job cancel, name = {}, id = {}
641	parse nozzle mapping failed
642	report_consent error: JSON is not an object
643	report_consent error: JSON missing has_consent field
644	report_consent!,  data={}
645	report_consent success
646	report_consent failed!, status={}, body={}, error={}
647	{}, start_report_consent returned error:{}
648	FTJob received: {}
649	FT: upload chunk size is {} KB
650	start http request get_task_info
651	start http request post_task
652	start http request get_my_tasks
653	start http request get_ticket
654	start http request get_tasks
655	start http request get_model_instance_id
656	load_app_cert: cert_id is {}
657	start http request get_app_cert
658	x-request-id: {}
659	cloud mqtt state changed to {}, return_code = {}, reason_code = {}
660	enc_msg: start to update cert
661	enc_msg: start to get_app_cert
662	enc_msg: decrypt embeded_app_cert start
663	enc_msg: decrypt embeded_app_cert end
664	enc_msg: decrypt embeded_base64_encode_app_pri_key_str start
665	enc_msg: decrypt embeded_base64_encode_app_pri_key_str end
666	enc_msg: decrypt embeded_app_crl_str start
667	enc_msg: decrypt embeded_app_crl_str end
668	enc_msg: start to load_app_cert
669	enc_msg: get_app_cert end
670	enc_msg: start to check cert expiration
671	enc_msg: decrypt ROOT_CA_STR start
672	enc_msg: decrypt ROOT_CA_STR end
673	enc_msg: start to verify app cert
674	get_camera_ttcode info failed! device={} error={} status={}
675	enc_msg: get_camera_url_for_golive, dev_id = {} has no encrypt flag info
676	enc_msg: get_camera_url_for_golive add extra header
677	Track: http upload failed, err = {}, http_code = {}
678	Track: file {} not exist
679	Track: cant open file {}
680	Track: TryUploadEvents failed
681	Track: upload events succeed
682	Track: upload events failed
683	Track: save as file
684	Track: failed to save as file
685	Track: do start
686	Track: worker interrupted
687	Track: worker unknown exception
688	Track: not running, doesn't need stopping
689	get_device_file_download: failed to parse from response body
690	sign cost: {}us
691	SecureEncrypt fail: {}
692	load app_key_blob, blob_size = {}
693	test sign fail: res = {}
694	test encrypt fail: res = {}
695	get snapshot failed!, status={}, error={}
696	get snapshot link failed!, status={}, body={}, error={}
697	start http request get_filament_spools
698	get_filament_spools failed!, status={}, body={}, error={}
699	start http request create_filament_spool
700	create_filament_spool failed!, status={}, body={}, error={}
701	start http request update_filament_spool, spool_id={}
702	update_filament_spool failed!, status={}, body={}, error={}
703	start http request delete_filament_spools
704	delete_filament_spools failed!, status={}, body={}, error={}
705	start http request get_filament_config
706	get_filament_config failed!, status={}, body={}, error={}
707	{}, bambu_network_get_filament_spools returned error:{}
708	{}, bambu_network_create_filament_spool returned error:{}
709	{}, bambu_network_update_filament_spool returned error:{}
710	{}, bambu_network_delete_filament_spools returned error:{}
711	{}, bambu_network_get_filament_config returned error:{}
712	candidate host: {}
713	http_perform using host: {}
715	HTTP: attempt failed (curl {}), removing host {}
716	HTTP: attempt failed (http {}), removing host {}
718	login_bind: recv body error = {}
719	FTIntf io thread exception: {}
720	FTIntf io thread unknown exception
721	FTIntf cb_io thread exception: {}
722	FTIntf cb_io thread unknown exception
723	ft_tunnel_start_connect: invoking conn_cb, ok={}, err_code={}
724	ft_tunnel_start_connect: conn_cb is null, skipped
725	ft_tunnel_set_status_cb: status_cb is null, skipped (old={} new={})
726	ft_tunnel_set_status_cb: invoking status_cb, old={} new={} err={}
727	ft_tunnel_start_job: invoking result_cb
728	ft_tunnel_start_job: result_cb is null, skipped
729	ft_tunnel_start_job: invoking msg_cb
730	ft_tunnel_start_job: msg_cb is null, skipped
731	Null creator for cmd_type: {}
732	FTTunnel connect thread exception: {}
733	FTTunnel connect thread unknown exception
734	JobCtl::AddCompletionCb: cb is null, ignored
735	JobCtl::AddCompletionCb: invoking completion cb (already-done path)
736	JobCtl::AddCompletionCb: cb became null before post, skipped
737	JobCtl::Complete: skipping null cb in cbs_ list
738	JobCtl::Complete: invoking completion cb
739	JobCtl::Complete: cb became null before post, skipped
1180	verify main exit: {}, status {}
4096	cmdtype
